collectedEggs	startDate	sampleDate	age	id	larvalTreat	adultTreat	deadFemale	deadMale	censored	camera_id	numEggs	remark
2/9/2018	2/20/2018	5/11/2018	80	EE_C_DR2	C	DR	1	0	0			
2/9/2018	2/20/2018	5/11/2018	80	EE_C_C2	C	C	1	1	0			
2/8/2018	2/20/2018	5/14/2018	83	EE_DR_DR1	DR	DR	0	0	0	1146	2	
2/8/2018	2/20/2018	5/14/2018	83	EE_DR_C1	DR	C	0	0	0	1150	6	
2/8/2018	2/20/2018	5/14/2018	83	EE_C_DR1	C	DR	0	1	0	1148	3	
2/9/2018	2/20/2018	5/14/2018	83	EE_DR_DR2	DR	DR	0	2	0	1149	4	
2/9/2018	2/20/2018	5/14/2018	83	EE_DR_C2	DR	C	0	0	0			male only
2/9/2018	2/20/2018	5/14/2018	83	EE_C_DR2	C	DR	0	6	0	1147	3	
2/9/2018	2/20/2018	5/14/2018	83	EE_C_C2	C	C	0	0	0			male only
2/8/2018	2/20/2018	5/16/2018	85	EE_DR_DR1	DR	DR	0	2	0			
2/8/2018	2/20/2018	5/16/2018	85	EE_DR_C1	DR	C	0	0	0	1152	5	only cage with female left
2/8/2018	2/20/2018	5/16/2018	85	EE_C_DR1	C	DR	0	2	0			
2/9/2018	2/20/2018	5/16/2018	85	EE_DR_DR2	DR	DR	0	2	0			
2/9/2018	2/20/2018	5/16/2018	85	EE_DR_C2	DR	C	0	1	0			end
2/9/2018	2/20/2018	5/16/2018	85	EE_C_DR2	C	DR	0	2	0			
2/9/2018	2/20/2018	5/16/2018	85	EE_C_C2	C	C	0	0	0			
2/8/2018	2/20/2018	5/18/2018	87	EE_DR_DR1	DR	DR	0	2	0			
2/8/2018	2/20/2018	5/18/2018	87	EE_DR_C1	DR	C	1	0	0			
2/8/2018	2/20/2018	5/18/2018	87	EE_C_DR1	C	DR	0	0	0			
2/9/2018	2/20/2018	5/18/2018	87	EE_DR_DR2	DR	DR	0	1	0			
2/9/2018	2/20/2018	5/18/2018	87	EE_C_DR2	C	DR	0	2	0			
2/9/2018	2/20/2018	5/18/2018	87	EE_C_C2	C	C	0	0	0			
2/8/2018	2/20/2018	5/21/2018	90	EE_DR_DR1	DR	DR	0	4	0			
2/8/2018	2/20/2018	5/21/2018	90	EE_DR_C1	DR	C	0	0	0			
2/8/2018	2/20/2018	5/21/2018	90	EE_C_DR1	C	DR	0	4	0			
2/9/2018	2/20/2018	5/21/2018	90	EE_DR_DR2	DR	DR	0	1	0			
2/9/2018	2/20/2018	5/21/2018	90	EE_C_DR2	C	DR	0	5	0			
2/9/2018	2/20/2018	5/21/2018	90	EE_C_C2	C	C	0	0	0			
2/8/2018	2/20/2018	5/23/2018	92	EE_DR_DR1	DR	DR	0	0	0			
2/8/2018	2/20/2018	5/23/2018	92	EE_DR_C1	DR	C	0	0	0			
2/8/2018	2/20/2018	5/23/2018	92	EE_C_DR1	C	DR	0	1	0			
2/9/2018	2/20/2018	5/23/2018	92	EE_DR_DR2	DR	DR	0	0	0			
2/9/2018	2/20/2018	5/23/2018	92	EE_C_DR2	C	DR	0	0	0			
2/9/2018	2/20/2018	5/23/2018	92	EE_C_C2	C	C	0	0	0			
2/8/2018	2/20/2018	5/25/2018	94	EE_DR_DR1	DR	DR	0	1	0			
2/8/2018	2/20/2018	5/25/2018	94	EE_DR_C1	DR	C	0	0	0			
2/8/2018	2/20/2018	5/25/2018	94	EE_C_DR1	C	DR	0	1	0			
2/9/2018	2/20/2018	5/25/2018	94	EE_DR_DR2	DR	DR	0	0	0			
2/9/2018	2/20/2018	5/25/2018	94	EE_C_DR2	C	DR	0	0	0			
2/9/2018	2/20/2018	5/25/2018	94	EE_C_C2	C	C	0	0	0			
2/8/2018	2/20/2018	5/28/2018	97	EE_DR_DR1	DR	DR	0	2	0			
2/8/2018	2/20/2018	5/28/2018	97	EE_DR_C1	DR	C	0	1	0			end
2/8/2018	2/20/2018	5/28/2018	97	EE_C_DR1	C	DR	0	3	0			
2/9/2018	2/20/2018	5/28/2018	97	EE_DR_DR2	DR	DR	0	2	0			
2/9/2018	2/20/2018	5/28/2018	97	EE_C_DR2	C	DR	0	5	0			
2/9/2018	2/20/2018	5/28/2018	97	EE_C_C2	C	C	0	0	0			
2/8/2018	2/20/2018	5/30/2018	99	EE_DR_DR1	DR	DR	0	2	0			end
2/8/2018	2/20/2018	5/30/2018	99	EE_C_DR1	C	DR	0	0	0			
2/9/2018	2/20/2018	5/30/2018	99	EE_DR_DR2	DR	DR	0	2	0			
2/9/2018	2/20/2018	5/30/2018	99	EE_C_DR2	C	DR	0	0	0			
2/9/2018	2/20/2018	5/30/2018	99	EE_C_C2	C	C	0	0	0			
2/8/2018	2/20/2018	6/1/2018	101	EE_C_DR1	C	DR	0	0	0			
2/9/2018	2/20/2018	6/1/2018	101	EE_DR_DR2	DR	DR	0	1	0			end
2/9/2018	2/20/2018	6/1/2018	101	EE_C_DR2	C	DR	0	0	0			
2/9/2018	2/20/2018	6/1/2018	101	EE_C_C2	C	C	0	0	0			
2/8/2018	2/20/2018	6/4/2018	104	EE_C_DR1	C	DR	0	0	0			2 left
2/9/2018	2/20/2018	6/4/2018	104	EE_C_DR2	C	DR	0	1	0			I left
2/9/2018	2/20/2018	6/4/2018	104	EE_C_C2	C	C	0	0	0			1 left
2/8/2018	2/20/2018	6/6/2018	106	EE_C_DR1	C	DR	0	0	0			
2/9/2018	2/20/2018	6/6/2018	106	EE_C_DR2	C	DR	0	0	0			
2/9/2018	2/20/2018	6/6/2018	106	EE_C_C2	C	C	0	0	0			
2/8/2018	2/20/2018	6/8/2018	108	EE_C_DR1	C	DR	0	1	0			
2/9/2018	2/20/2018	6/8/2018	108	EE_C_DR2	C	DR	0	0	0			
2/9/2018	2/20/2018	6/6/2018	106	EE_C_C2	C	C	0	0	0			
2/8/2018	2/20/2018	6/11/2018	111	EE_C_DR1	C	DR	0	1	0			end
2/9/2018	2/20/2018	6/11/2018	111	EE_C_DR2	C	DR	0	1	0			end
2/9/2018	2/20/2018	6/11/2018	111	EE_C_C2	C	C	0	0	0			
2/9/2018	2/20/2018	6/13/2018	113	EE_C_C2	C	C	0	0	0			
2/9/2018	2/20/2018	6/15/2018	115	EE_C_C2	C	C	0	0	0			
2/9/2018	2/20/2018	6/18/2018	118	EE_C_C2	C	C	0	0	0			
2/9/2018	2/20/2018	6/20/2018	120	EE_C_C2	C	C	0	0	0			
2/9/2018	2/20/2018	6/22/2018	122	EE_C_C2	C	C	0	0	0			
2/9/2018	2/20/2018	6/25/2018	125	EE_C_C2	C	C	0	0	0			
2/9/2018	2/20/2018	6/27/2018	127	EE_C_C2	C	C	0	0	0			
2/9/2018	2/20/2018	7/2/2018	132	EE_C_C2	C	C	0	0	0			male
