"time","n.risk","n.event","n.censor","surv","std.err","upper","lower","strata","larvalTreat","adultTreat","sex"
66,52,6,1,0.204223271349661,0.123927453282194,0.260370914305525,0.160183577616573,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
68,45,4,0,0.186070091674135,0.132385933381259,0.241192435198932,0.143545459819522,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
71,41,4,2,0.16791691199861,0.141995839663756,0.221799987225394,0.127123944811124,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
73,35,3,0,0.1535240338273,0.15113368224981,0.206453189401398,0.114164518508749,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
75,32,2,0,0.143928781713094,0.157875657540103,0.196124411147211,0.105624251893185,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
78,30,2,0,0.134333529598888,0.165244290747584,0.185712279719862,0.097169111281796,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
80,28,2,0,0.124738277484682,0.173357804473652,0.175211324744338,0.0888049781744959,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
82,26,2,0,0.115143025370475,0.182367915426626,0.164615030709417,0.0805389169769627,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
85,24,2,0,0.105547773256269,0.192473206875482,0.153915573946582,0.0723795010063318,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
87,22,4,0,0.0863572690278565,0.217133473849478,0.132167065573842,0.0564253876831594,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
89,18,3,0,0.0719643908565471,0.24136705777105,0.115496723953899,0.0448400038898164,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
92,15,5,0,0.0479762605710314,0.302640694405737,0.0868229665642133,0.0265105152411162,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
96,10,1,0,0.0431786345139282,0.320472309289738,0.0809199169294439,0.0230399949633291,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
99,9,4,0,0.0239881302855157,0.437711537328395,0.0565688219983906,0.0101722180923486,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
101,5,4,0,0.00479762605710314,0.995786819510274,0.033778602052963,0.000681414101972168,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
103,1,1,0,0,Inf,NA,NA,"larvalTreat=DR, adultTreat=DR, sex=M","DR","DR","M"
