,age,cageID,larv_adult,larvalTreat,adultTreat,status,sex
301,17,LP_HP2,LP_HP,LP,HP,1,F
302,17,LP_HP2,LP_HP,LP,HP,1,F
303,17,LP_HP2,LP_HP,LP,HP,1,F
304,17,LP_HP2,LP_HP,LP,HP,1,F
305,17,LP_HP2,LP_HP,LP,HP,1,F
1862,17,LP_HP1,LP_HP,LP,HP,0,F
1863,17,LP_HP2,LP_HP,LP,HP,0,F
2121,17,LP_HP1,LP_HP,LP,HP,1,M
2122,17,LP_HP1,LP_HP,LP,HP,1,M
2123,17,LP_HP1,LP_HP,LP,HP,1,M
2128,17,LP_HP2,LP_HP,LP,HP,1,M
2129,17,LP_HP2,LP_HP,LP,HP,1,M
263,17,LP_LP1,LP_LP,LP,LP,1,F
264,17,LP_LP1,LP_LP,LP,LP,1,F
265,17,LP_LP1,LP_LP,LP,LP,1,F
266,17,LP_LP1,LP_LP,LP,LP,1,F
287,17,LP_LP2,LP_LP,LP,LP,1,F
288,17,LP_LP2,LP_LP,LP,LP,1,F
289,17,LP_LP2,LP_LP,LP,LP,1,F
290,17,LP_LP2,LP_LP,LP,LP,1,F
291,17,LP_LP2,LP_LP,LP,LP,1,F
292,17,LP_LP2,LP_LP,LP,LP,1,F
2119,17,LP_LP1,LP_LP,LP,LP,1,M
2120,17,LP_LP1,LP_LP,LP,LP,1,M
2126,17,LP_LP2,LP_LP,LP,LP,1,M
2127,17,LP_LP2,LP_LP,LP,LP,1,M
333,19,HP_HP1,HP_HP,HP,HP,1,F
334,19,HP_HP1,HP_HP,HP,HP,1,F
335,19,HP_HP1,HP_HP,HP,HP,1,F
336,19,HP_HP1,HP_HP,HP,HP,1,F
337,19,HP_HP1,HP_HP,HP,HP,1,F
338,19,HP_HP1,HP_HP,HP,HP,1,F
339,19,HP_HP1,HP_HP,HP,HP,1,F
340,19,HP_HP1,HP_HP,HP,HP,1,F
341,19,HP_HP1,HP_HP,HP,HP,1,F
342,19,HP_HP1,HP_HP,HP,HP,1,F
343,19,HP_HP1,HP_HP,HP,HP,1,F
344,19,HP_HP1,HP_HP,HP,HP,1,F
345,19,HP_HP1,HP_HP,HP,HP,1,F
346,19,HP_HP1,HP_HP,HP,HP,1,F
347,19,HP_HP1,HP_HP,HP,HP,1,F
348,19,HP_HP1,HP_HP,HP,HP,1,F
349,19,HP_HP1,HP_HP,HP,HP,1,F
350,19,HP_HP1,HP_HP,HP,HP,1,F
351,19,HP_HP1,HP_HP,HP,HP,1,F
387,19,HP_HP2,HP_HP,HP,HP,1,F
388,19,HP_HP2,HP_HP,HP,HP,1,F
389,19,HP_HP2,HP_HP,HP,HP,1,F
390,19,HP_HP2,HP_HP,HP,HP,1,F
391,19,HP_HP2,HP_HP,HP,HP,1,F
392,19,HP_HP2,HP_HP,HP,HP,1,F
393,19,HP_HP2,HP_HP,HP,HP,1,F
394,19,HP_HP2,HP_HP,HP,HP,1,F
395,19,HP_HP2,HP_HP,HP,HP,1,F
2138,19,HP_HP1,HP_HP,HP,HP,1,M
2139,19,HP_HP1,HP_HP,HP,HP,1,M
2140,19,HP_HP1,HP_HP,HP,HP,1,M
2141,19,HP_HP1,HP_HP,HP,HP,1,M
2142,19,HP_HP1,HP_HP,HP,HP,1,M
2168,19,HP_HP2,HP_HP,HP,HP,1,M
2169,19,HP_HP2,HP_HP,HP,HP,1,M
2170,19,HP_HP2,HP_HP,HP,HP,1,M
2171,19,HP_HP2,HP_HP,HP,HP,1,M
2172,19,HP_HP2,HP_HP,HP,HP,1,M
2173,19,HP_HP2,HP_HP,HP,HP,1,M
352,19,HP_LP1,HP_LP,HP,LP,1,F
381,19,HP_LP2,HP_LP,HP,LP,1,F
382,19,HP_LP2,HP_LP,HP,LP,1,F
383,19,HP_LP2,HP_LP,HP,LP,1,F
384,19,HP_LP2,HP_LP,HP,LP,1,F
385,19,HP_LP2,HP_LP,HP,LP,1,F
386,19,HP_LP2,HP_LP,HP,LP,1,F
1864,19,HP_LP1,HP_LP,HP,LP,0,F
2143,19,HP_LP1,HP_LP,HP,LP,1,M
2144,19,HP_LP1,HP_LP,HP,LP,1,M
2145,19,HP_LP1,HP_LP,HP,LP,1,M
2146,19,HP_LP1,HP_LP,HP,LP,1,M
2147,19,HP_LP1,HP_LP,HP,LP,1,M
2148,19,HP_LP1,HP_LP,HP,LP,1,M
2149,19,HP_LP1,HP_LP,HP,LP,1,M
2150,19,HP_LP1,HP_LP,HP,LP,1,M
2151,19,HP_LP1,HP_LP,HP,LP,1,M
2152,19,HP_LP1,HP_LP,HP,LP,1,M
2163,19,HP_LP2,HP_LP,HP,LP,1,M
2164,19,HP_LP2,HP_LP,HP,LP,1,M
2165,19,HP_LP2,HP_LP,HP,LP,1,M
2166,19,HP_LP2,HP_LP,HP,LP,1,M
2167,19,HP_LP2,HP_LP,HP,LP,1,M
3041,19,HP_LP1,HP_LP,HP,LP,0,M
321,19,LP_HP1,LP_HP,LP,HP,1,F
322,19,LP_HP1,LP_HP,LP,HP,1,F
323,19,LP_HP1,LP_HP,LP,HP,1,F
324,19,LP_HP1,LP_HP,LP,HP,1,F
325,19,LP_HP1,LP_HP,LP,HP,1,F
326,19,LP_HP1,LP_HP,LP,HP,1,F
327,19,LP_HP1,LP_HP,LP,HP,1,F
328,19,LP_HP1,LP_HP,LP,HP,1,F
329,19,LP_HP1,LP_HP,LP,HP,1,F
330,19,LP_HP1,LP_HP,LP,HP,1,F
331,19,LP_HP1,LP_HP,LP,HP,1,F
332,19,LP_HP1,LP_HP,LP,HP,1,F
365,19,LP_HP2,LP_HP,LP,HP,1,F
366,19,LP_HP2,LP_HP,LP,HP,1,F
367,19,LP_HP2,LP_HP,LP,HP,1,F
368,19,LP_HP2,LP_HP,LP,HP,1,F
369,19,LP_HP2,LP_HP,LP,HP,1,F
370,19,LP_HP2,LP_HP,LP,HP,1,F
371,19,LP_HP2,LP_HP,LP,HP,1,F
372,19,LP_HP2,LP_HP,LP,HP,1,F
373,19,LP_HP2,LP_HP,LP,HP,1,F
374,19,LP_HP2,LP_HP,LP,HP,1,F
375,19,LP_HP2,LP_HP,LP,HP,1,F
376,19,LP_HP2,LP_HP,LP,HP,1,F
377,19,LP_HP2,LP_HP,LP,HP,1,F
378,19,LP_HP2,LP_HP,LP,HP,1,F
379,19,LP_HP2,LP_HP,LP,HP,1,F
380,19,LP_HP2,LP_HP,LP,HP,1,F
2135,19,LP_HP1,LP_HP,LP,HP,1,M
2136,19,LP_HP1,LP_HP,LP,HP,1,M
2137,19,LP_HP1,LP_HP,LP,HP,1,M
2159,19,LP_HP2,LP_HP,LP,HP,1,M
2160,19,LP_HP2,LP_HP,LP,HP,1,M
2161,19,LP_HP2,LP_HP,LP,HP,1,M
2162,19,LP_HP2,LP_HP,LP,HP,1,M
353,19,LP_LP2,LP_LP,LP,LP,1,F
354,19,LP_LP2,LP_LP,LP,LP,1,F
355,19,LP_LP2,LP_LP,LP,LP,1,F
356,19,LP_LP2,LP_LP,LP,LP,1,F
357,19,LP_LP2,LP_LP,LP,LP,1,F
358,19,LP_LP2,LP_LP,LP,LP,1,F
359,19,LP_LP2,LP_LP,LP,LP,1,F
360,19,LP_LP2,LP_LP,LP,LP,1,F
361,19,LP_LP2,LP_LP,LP,LP,1,F
362,19,LP_LP2,LP_LP,LP,LP,1,F
363,19,LP_LP2,LP_LP,LP,LP,1,F
364,19,LP_LP2,LP_LP,LP,LP,1,F
2133,19,LP_LP1,LP_LP,LP,LP,1,M
2134,19,LP_LP1,LP_LP,LP,LP,1,M
2153,19,LP_LP2,LP_LP,LP,LP,1,M
2154,19,LP_LP2,LP_LP,LP,LP,1,M
2155,19,LP_LP2,LP_LP,LP,LP,1,M
2156,19,LP_LP2,LP_LP,LP,LP,1,M
2157,19,LP_LP2,LP_LP,LP,LP,1,M
2158,19,LP_LP2,LP_LP,LP,LP,1,M
428,22,HP_HP1,HP_HP,HP,HP,1,F
429,22,HP_HP1,HP_HP,HP,HP,1,F
430,22,HP_HP1,HP_HP,HP,HP,1,F
431,22,HP_HP1,HP_HP,HP,HP,1,F
432,22,HP_HP1,HP_HP,HP,HP,1,F
433,22,HP_HP1,HP_HP,HP,HP,1,F
434,22,HP_HP1,HP_HP,HP,HP,1,F
435,22,HP_HP1,HP_HP,HP,HP,1,F
436,22,HP_HP1,HP_HP,HP,HP,1,F
437,22,HP_HP1,HP_HP,HP,HP,1,F
438,22,HP_HP1,HP_HP,HP,HP,1,F
439,22,HP_HP1,HP_HP,HP,HP,1,F
440,22,HP_HP1,HP_HP,HP,HP,1,F
441,22,HP_HP1,HP_HP,HP,HP,1,F
442,22,HP_HP1,HP_HP,HP,HP,1,F
443,22,HP_HP1,HP_HP,HP,HP,1,F
444,22,HP_HP1,HP_HP,HP,HP,1,F
445,22,HP_HP1,HP_HP,HP,HP,1,F
446,22,HP_HP1,HP_HP,HP,HP,1,F
447,22,HP_HP1,HP_HP,HP,HP,1,F
534,22,HP_HP2,HP_HP,HP,HP,1,F
535,22,HP_HP2,HP_HP,HP,HP,1,F
536,22,HP_HP2,HP_HP,HP,HP,1,F
537,22,HP_HP2,HP_HP,HP,HP,1,F
538,22,HP_HP2,HP_HP,HP,HP,1,F
539,22,HP_HP2,HP_HP,HP,HP,1,F
540,22,HP_HP2,HP_HP,HP,HP,1,F
541,22,HP_HP2,HP_HP,HP,HP,1,F
542,22,HP_HP2,HP_HP,HP,HP,1,F
543,22,HP_HP2,HP_HP,HP,HP,1,F
544,22,HP_HP2,HP_HP,HP,HP,1,F
545,22,HP_HP2,HP_HP,HP,HP,1,F
546,22,HP_HP2,HP_HP,HP,HP,1,F
547,22,HP_HP2,HP_HP,HP,HP,1,F
548,22,HP_HP2,HP_HP,HP,HP,1,F
549,22,HP_HP2,HP_HP,HP,HP,1,F
550,22,HP_HP2,HP_HP,HP,HP,1,F
551,22,HP_HP2,HP_HP,HP,HP,1,F
552,22,HP_HP2,HP_HP,HP,HP,1,F
553,22,HP_HP2,HP_HP,HP,HP,1,F
554,22,HP_HP2,HP_HP,HP,HP,1,F
555,22,HP_HP2,HP_HP,HP,HP,1,F
556,22,HP_HP2,HP_HP,HP,HP,1,F
557,22,HP_HP2,HP_HP,HP,HP,1,F
558,22,HP_HP2,HP_HP,HP,HP,1,F
559,22,HP_HP2,HP_HP,HP,HP,1,F
560,22,HP_HP2,HP_HP,HP,HP,1,F
561,22,HP_HP2,HP_HP,HP,HP,1,F
562,22,HP_HP2,HP_HP,HP,HP,1,F
2179,22,HP_HP1,HP_HP,HP,HP,1,M
2180,22,HP_HP1,HP_HP,HP,HP,1,M
2181,22,HP_HP1,HP_HP,HP,HP,1,M
2182,22,HP_HP1,HP_HP,HP,HP,1,M
2183,22,HP_HP1,HP_HP,HP,HP,1,M
2219,22,HP_HP2,HP_HP,HP,HP,1,M
2220,22,HP_HP2,HP_HP,HP,HP,1,M
2221,22,HP_HP2,HP_HP,HP,HP,1,M
2222,22,HP_HP2,HP_HP,HP,HP,1,M
2223,22,HP_HP2,HP_HP,HP,HP,1,M
2224,22,HP_HP2,HP_HP,HP,HP,1,M
448,22,HP_LP1,HP_LP,HP,LP,1,F
449,22,HP_LP1,HP_LP,HP,LP,1,F
450,22,HP_LP1,HP_LP,HP,LP,1,F
451,22,HP_LP1,HP_LP,HP,LP,1,F
452,22,HP_LP1,HP_LP,HP,LP,1,F
453,22,HP_LP1,HP_LP,HP,LP,1,F
454,22,HP_LP1,HP_LP,HP,LP,1,F
516,22,HP_LP2,HP_LP,HP,LP,1,F
517,22,HP_LP2,HP_LP,HP,LP,1,F
518,22,HP_LP2,HP_LP,HP,LP,1,F
519,22,HP_LP2,HP_LP,HP,LP,1,F
520,22,HP_LP2,HP_LP,HP,LP,1,F
521,22,HP_LP2,HP_LP,HP,LP,1,F
522,22,HP_LP2,HP_LP,HP,LP,1,F
523,22,HP_LP2,HP_LP,HP,LP,1,F
524,22,HP_LP2,HP_LP,HP,LP,1,F
525,22,HP_LP2,HP_LP,HP,LP,1,F
526,22,HP_LP2,HP_LP,HP,LP,1,F
527,22,HP_LP2,HP_LP,HP,LP,1,F
528,22,HP_LP2,HP_LP,HP,LP,1,F
529,22,HP_LP2,HP_LP,HP,LP,1,F
530,22,HP_LP2,HP_LP,HP,LP,1,F
531,22,HP_LP2,HP_LP,HP,LP,1,F
532,22,HP_LP2,HP_LP,HP,LP,1,F
533,22,HP_LP2,HP_LP,HP,LP,1,F
1865,22,HP_LP1,HP_LP,HP,LP,0,F
2184,22,HP_LP1,HP_LP,HP,LP,1,M
2185,22,HP_LP1,HP_LP,HP,LP,1,M
2186,22,HP_LP1,HP_LP,HP,LP,1,M
2187,22,HP_LP1,HP_LP,HP,LP,1,M
2188,22,HP_LP1,HP_LP,HP,LP,1,M
2189,22,HP_LP1,HP_LP,HP,LP,1,M
2190,22,HP_LP1,HP_LP,HP,LP,1,M
2191,22,HP_LP1,HP_LP,HP,LP,1,M
2192,22,HP_LP1,HP_LP,HP,LP,1,M
2193,22,HP_LP1,HP_LP,HP,LP,1,M
2194,22,HP_LP1,HP_LP,HP,LP,1,M
2195,22,HP_LP1,HP_LP,HP,LP,1,M
2196,22,HP_LP1,HP_LP,HP,LP,1,M
2197,22,HP_LP1,HP_LP,HP,LP,1,M
2198,22,HP_LP1,HP_LP,HP,LP,1,M
2199,22,HP_LP1,HP_LP,HP,LP,1,M
2200,22,HP_LP1,HP_LP,HP,LP,1,M
2201,22,HP_LP1,HP_LP,HP,LP,1,M
2202,22,HP_LP1,HP_LP,HP,LP,1,M
2203,22,HP_LP1,HP_LP,HP,LP,1,M
2214,22,HP_LP2,HP_LP,HP,LP,1,M
2215,22,HP_LP2,HP_LP,HP,LP,1,M
2216,22,HP_LP2,HP_LP,HP,LP,1,M
2217,22,HP_LP2,HP_LP,HP,LP,1,M
2218,22,HP_LP2,HP_LP,HP,LP,1,M
408,22,LP_HP1,LP_HP,LP,HP,1,F
409,22,LP_HP1,LP_HP,LP,HP,1,F
410,22,LP_HP1,LP_HP,LP,HP,1,F
411,22,LP_HP1,LP_HP,LP,HP,1,F
412,22,LP_HP1,LP_HP,LP,HP,1,F
413,22,LP_HP1,LP_HP,LP,HP,1,F
414,22,LP_HP1,LP_HP,LP,HP,1,F
415,22,LP_HP1,LP_HP,LP,HP,1,F
416,22,LP_HP1,LP_HP,LP,HP,1,F
417,22,LP_HP1,LP_HP,LP,HP,1,F
418,22,LP_HP1,LP_HP,LP,HP,1,F
419,22,LP_HP1,LP_HP,LP,HP,1,F
420,22,LP_HP1,LP_HP,LP,HP,1,F
421,22,LP_HP1,LP_HP,LP,HP,1,F
422,22,LP_HP1,LP_HP,LP,HP,1,F
423,22,LP_HP1,LP_HP,LP,HP,1,F
424,22,LP_HP1,LP_HP,LP,HP,1,F
425,22,LP_HP1,LP_HP,LP,HP,1,F
426,22,LP_HP1,LP_HP,LP,HP,1,F
427,22,LP_HP1,LP_HP,LP,HP,1,F
488,22,LP_HP2,LP_HP,LP,HP,1,F
489,22,LP_HP2,LP_HP,LP,HP,1,F
490,22,LP_HP2,LP_HP,LP,HP,1,F
491,22,LP_HP2,LP_HP,LP,HP,1,F
492,22,LP_HP2,LP_HP,LP,HP,1,F
493,22,LP_HP2,LP_HP,LP,HP,1,F
494,22,LP_HP2,LP_HP,LP,HP,1,F
495,22,LP_HP2,LP_HP,LP,HP,1,F
496,22,LP_HP2,LP_HP,LP,HP,1,F
497,22,LP_HP2,LP_HP,LP,HP,1,F
498,22,LP_HP2,LP_HP,LP,HP,1,F
499,22,LP_HP2,LP_HP,LP,HP,1,F
500,22,LP_HP2,LP_HP,LP,HP,1,F
501,22,LP_HP2,LP_HP,LP,HP,1,F
502,22,LP_HP2,LP_HP,LP,HP,1,F
503,22,LP_HP2,LP_HP,LP,HP,1,F
504,22,LP_HP2,LP_HP,LP,HP,1,F
505,22,LP_HP2,LP_HP,LP,HP,1,F
506,22,LP_HP2,LP_HP,LP,HP,1,F
507,22,LP_HP2,LP_HP,LP,HP,1,F
508,22,LP_HP2,LP_HP,LP,HP,1,F
509,22,LP_HP2,LP_HP,LP,HP,1,F
510,22,LP_HP2,LP_HP,LP,HP,1,F
511,22,LP_HP2,LP_HP,LP,HP,1,F
512,22,LP_HP2,LP_HP,LP,HP,1,F
513,22,LP_HP2,LP_HP,LP,HP,1,F
514,22,LP_HP2,LP_HP,LP,HP,1,F
515,22,LP_HP2,LP_HP,LP,HP,1,F
2176,22,LP_HP1,LP_HP,LP,HP,1,M
2177,22,LP_HP1,LP_HP,LP,HP,1,M
2178,22,LP_HP1,LP_HP,LP,HP,1,M
2210,22,LP_HP2,LP_HP,LP,HP,1,M
2211,22,LP_HP2,LP_HP,LP,HP,1,M
2212,22,LP_HP2,LP_HP,LP,HP,1,M
2213,22,LP_HP2,LP_HP,LP,HP,1,M
396,22,LP_LP1,LP_LP,LP,LP,1,F
397,22,LP_LP1,LP_LP,LP,LP,1,F
398,22,LP_LP1,LP_LP,LP,LP,1,F
399,22,LP_LP1,LP_LP,LP,LP,1,F
400,22,LP_LP1,LP_LP,LP,LP,1,F
401,22,LP_LP1,LP_LP,LP,LP,1,F
402,22,LP_LP1,LP_LP,LP,LP,1,F
403,22,LP_LP1,LP_LP,LP,LP,1,F
404,22,LP_LP1,LP_LP,LP,LP,1,F
405,22,LP_LP1,LP_LP,LP,LP,1,F
406,22,LP_LP1,LP_LP,LP,LP,1,F
407,22,LP_LP1,LP_LP,LP,LP,1,F
455,22,LP_LP2,LP_LP,LP,LP,1,F
456,22,LP_LP2,LP_LP,LP,LP,1,F
457,22,LP_LP2,LP_LP,LP,LP,1,F
458,22,LP_LP2,LP_LP,LP,LP,1,F
459,22,LP_LP2,LP_LP,LP,LP,1,F
460,22,LP_LP2,LP_LP,LP,LP,1,F
461,22,LP_LP2,LP_LP,LP,LP,1,F
462,22,LP_LP2,LP_LP,LP,LP,1,F
463,22,LP_LP2,LP_LP,LP,LP,1,F
464,22,LP_LP2,LP_LP,LP,LP,1,F
465,22,LP_LP2,LP_LP,LP,LP,1,F
466,22,LP_LP2,LP_LP,LP,LP,1,F
467,22,LP_LP2,LP_LP,LP,LP,1,F
468,22,LP_LP2,LP_LP,LP,LP,1,F
469,22,LP_LP2,LP_LP,LP,LP,1,F
470,22,LP_LP2,LP_LP,LP,LP,1,F
471,22,LP_LP2,LP_LP,LP,LP,1,F
472,22,LP_LP2,LP_LP,LP,LP,1,F
473,22,LP_LP2,LP_LP,LP,LP,1,F
474,22,LP_LP2,LP_LP,LP,LP,1,F
475,22,LP_LP2,LP_LP,LP,LP,1,F
476,22,LP_LP2,LP_LP,LP,LP,1,F
477,22,LP_LP2,LP_LP,LP,LP,1,F
478,22,LP_LP2,LP_LP,LP,LP,1,F
479,22,LP_LP2,LP_LP,LP,LP,1,F
480,22,LP_LP2,LP_LP,LP,LP,1,F
481,22,LP_LP2,LP_LP,LP,LP,1,F
482,22,LP_LP2,LP_LP,LP,LP,1,F
483,22,LP_LP2,LP_LP,LP,LP,1,F
484,22,LP_LP2,LP_LP,LP,LP,1,F
485,22,LP_LP2,LP_LP,LP,LP,1,F
486,22,LP_LP2,LP_LP,LP,LP,1,F
487,22,LP_LP2,LP_LP,LP,LP,1,F
2174,22,LP_LP1,LP_LP,LP,LP,1,M
2175,22,LP_LP1,LP_LP,LP,LP,1,M
2204,22,LP_LP2,LP_LP,LP,LP,1,M
2205,22,LP_LP2,LP_LP,LP,LP,1,M
2206,22,LP_LP2,LP_LP,LP,LP,1,M
2207,22,LP_LP2,LP_LP,LP,LP,1,M
2208,22,LP_LP2,LP_LP,LP,LP,1,M
2209,22,LP_LP2,LP_LP,LP,LP,1,M
582,24,HP_HP1,HP_HP,HP,HP,1,F
583,24,HP_HP1,HP_HP,HP,HP,1,F
584,24,HP_HP1,HP_HP,HP,HP,1,F
585,24,HP_HP1,HP_HP,HP,HP,1,F
586,24,HP_HP1,HP_HP,HP,HP,1,F
587,24,HP_HP1,HP_HP,HP,HP,1,F
588,24,HP_HP1,HP_HP,HP,HP,1,F
589,24,HP_HP1,HP_HP,HP,HP,1,F
651,24,HP_HP2,HP_HP,HP,HP,1,F
652,24,HP_HP2,HP_HP,HP,HP,1,F
653,24,HP_HP2,HP_HP,HP,HP,1,F
654,24,HP_HP2,HP_HP,HP,HP,1,F
655,24,HP_HP2,HP_HP,HP,HP,1,F
656,24,HP_HP2,HP_HP,HP,HP,1,F
657,24,HP_HP2,HP_HP,HP,HP,1,F
658,24,HP_HP2,HP_HP,HP,HP,1,F
659,24,HP_HP2,HP_HP,HP,HP,1,F
660,24,HP_HP2,HP_HP,HP,HP,1,F
661,24,HP_HP2,HP_HP,HP,HP,1,F
662,24,HP_HP2,HP_HP,HP,HP,1,F
663,24,HP_HP2,HP_HP,HP,HP,1,F
664,24,HP_HP2,HP_HP,HP,HP,1,F
665,24,HP_HP2,HP_HP,HP,HP,1,F
666,24,HP_HP2,HP_HP,HP,HP,1,F
667,24,HP_HP2,HP_HP,HP,HP,1,F
668,24,HP_HP2,HP_HP,HP,HP,1,F
669,24,HP_HP2,HP_HP,HP,HP,1,F
1866,24,HP_HP1,HP_HP,HP,HP,0,F
2227,24,HP_HP1,HP_HP,HP,HP,1,M
2228,24,HP_HP1,HP_HP,HP,HP,1,M
2233,24,HP_HP2,HP_HP,HP,HP,1,M
590,24,HP_LP1,HP_LP,HP,LP,1,F
591,24,HP_LP1,HP_LP,HP,LP,1,F
592,24,HP_LP1,HP_LP,HP,LP,1,F
593,24,HP_LP1,HP_LP,HP,LP,1,F
594,24,HP_LP1,HP_LP,HP,LP,1,F
595,24,HP_LP1,HP_LP,HP,LP,1,F
596,24,HP_LP1,HP_LP,HP,LP,1,F
597,24,HP_LP1,HP_LP,HP,LP,1,F
598,24,HP_LP1,HP_LP,HP,LP,1,F
599,24,HP_LP1,HP_LP,HP,LP,1,F
600,24,HP_LP1,HP_LP,HP,LP,1,F
601,24,HP_LP1,HP_LP,HP,LP,1,F
602,24,HP_LP1,HP_LP,HP,LP,1,F
603,24,HP_LP1,HP_LP,HP,LP,1,F
604,24,HP_LP1,HP_LP,HP,LP,1,F
645,24,HP_LP2,HP_LP,HP,LP,1,F
646,24,HP_LP2,HP_LP,HP,LP,1,F
647,24,HP_LP2,HP_LP,HP,LP,1,F
648,24,HP_LP2,HP_LP,HP,LP,1,F
649,24,HP_LP2,HP_LP,HP,LP,1,F
650,24,HP_LP2,HP_LP,HP,LP,1,F
2229,24,HP_LP1,HP_LP,HP,LP,1,M
2230,24,HP_LP1,HP_LP,HP,LP,1,M
2231,24,HP_LP1,HP_LP,HP,LP,1,M
568,24,LP_HP1,LP_HP,LP,HP,1,F
569,24,LP_HP1,LP_HP,LP,HP,1,F
570,24,LP_HP1,LP_HP,LP,HP,1,F
571,24,LP_HP1,LP_HP,LP,HP,1,F
572,24,LP_HP1,LP_HP,LP,HP,1,F
573,24,LP_HP1,LP_HP,LP,HP,1,F
574,24,LP_HP1,LP_HP,LP,HP,1,F
575,24,LP_HP1,LP_HP,LP,HP,1,F
576,24,LP_HP1,LP_HP,LP,HP,1,F
577,24,LP_HP1,LP_HP,LP,HP,1,F
578,24,LP_HP1,LP_HP,LP,HP,1,F
579,24,LP_HP1,LP_HP,LP,HP,1,F
580,24,LP_HP1,LP_HP,LP,HP,1,F
581,24,LP_HP1,LP_HP,LP,HP,1,F
626,24,LP_HP2,LP_HP,LP,HP,1,F
627,24,LP_HP2,LP_HP,LP,HP,1,F
628,24,LP_HP2,LP_HP,LP,HP,1,F
629,24,LP_HP2,LP_HP,LP,HP,1,F
630,24,LP_HP2,LP_HP,LP,HP,1,F
631,24,LP_HP2,LP_HP,LP,HP,1,F
632,24,LP_HP2,LP_HP,LP,HP,1,F
633,24,LP_HP2,LP_HP,LP,HP,1,F
634,24,LP_HP2,LP_HP,LP,HP,1,F
635,24,LP_HP2,LP_HP,LP,HP,1,F
636,24,LP_HP2,LP_HP,LP,HP,1,F
637,24,LP_HP2,LP_HP,LP,HP,1,F
638,24,LP_HP2,LP_HP,LP,HP,1,F
639,24,LP_HP2,LP_HP,LP,HP,1,F
640,24,LP_HP2,LP_HP,LP,HP,1,F
641,24,LP_HP2,LP_HP,LP,HP,1,F
642,24,LP_HP2,LP_HP,LP,HP,1,F
643,24,LP_HP2,LP_HP,LP,HP,1,F
644,24,LP_HP2,LP_HP,LP,HP,1,F
563,24,LP_LP1,LP_LP,LP,LP,1,F
564,24,LP_LP1,LP_LP,LP,LP,1,F
565,24,LP_LP1,LP_LP,LP,LP,1,F
566,24,LP_LP1,LP_LP,LP,LP,1,F
567,24,LP_LP1,LP_LP,LP,LP,1,F
605,24,LP_LP2,LP_LP,LP,LP,1,F
606,24,LP_LP2,LP_LP,LP,LP,1,F
607,24,LP_LP2,LP_LP,LP,LP,1,F
608,24,LP_LP2,LP_LP,LP,LP,1,F
609,24,LP_LP2,LP_LP,LP,LP,1,F
610,24,LP_LP2,LP_LP,LP,LP,1,F
611,24,LP_LP2,LP_LP,LP,LP,1,F
612,24,LP_LP2,LP_LP,LP,LP,1,F
613,24,LP_LP2,LP_LP,LP,LP,1,F
614,24,LP_LP2,LP_LP,LP,LP,1,F
615,24,LP_LP2,LP_LP,LP,LP,1,F
616,24,LP_LP2,LP_LP,LP,LP,1,F
617,24,LP_LP2,LP_LP,LP,LP,1,F
618,24,LP_LP2,LP_LP,LP,LP,1,F
619,24,LP_LP2,LP_LP,LP,LP,1,F
620,24,LP_LP2,LP_LP,LP,LP,1,F
621,24,LP_LP2,LP_LP,LP,LP,1,F
622,24,LP_LP2,LP_LP,LP,LP,1,F
623,24,LP_LP2,LP_LP,LP,LP,1,F
624,24,LP_LP2,LP_LP,LP,LP,1,F
625,24,LP_LP2,LP_LP,LP,LP,1,F
2225,24,LP_LP1,LP_LP,LP,LP,1,M
2226,24,LP_LP1,LP_LP,LP,LP,1,M
2232,24,LP_LP2,LP_LP,LP,LP,1,M
685,26,HP_HP1,HP_HP,HP,HP,1,F
686,26,HP_HP1,HP_HP,HP,HP,1,F
687,26,HP_HP1,HP_HP,HP,HP,1,F
688,26,HP_HP1,HP_HP,HP,HP,1,F
689,26,HP_HP1,HP_HP,HP,HP,1,F
690,26,HP_HP1,HP_HP,HP,HP,1,F
691,26,HP_HP1,HP_HP,HP,HP,1,F
692,26,HP_HP1,HP_HP,HP,HP,1,F
693,26,HP_HP1,HP_HP,HP,HP,1,F
694,26,HP_HP1,HP_HP,HP,HP,1,F
695,26,HP_HP1,HP_HP,HP,HP,1,F
730,26,HP_HP2,HP_HP,HP,HP,1,F
731,26,HP_HP2,HP_HP,HP,HP,1,F
732,26,HP_HP2,HP_HP,HP,HP,1,F
733,26,HP_HP2,HP_HP,HP,HP,1,F
734,26,HP_HP2,HP_HP,HP,HP,1,F
735,26,HP_HP2,HP_HP,HP,HP,1,F
736,26,HP_HP2,HP_HP,HP,HP,1,F
737,26,HP_HP2,HP_HP,HP,HP,1,F
738,26,HP_HP2,HP_HP,HP,HP,1,F
739,26,HP_HP2,HP_HP,HP,HP,1,F
740,26,HP_HP2,HP_HP,HP,HP,1,F
741,26,HP_HP2,HP_HP,HP,HP,1,F
742,26,HP_HP2,HP_HP,HP,HP,1,F
743,26,HP_HP2,HP_HP,HP,HP,1,F
744,26,HP_HP2,HP_HP,HP,HP,1,F
745,26,HP_HP2,HP_HP,HP,HP,1,F
746,26,HP_HP2,HP_HP,HP,HP,1,F
747,26,HP_HP2,HP_HP,HP,HP,1,F
2234,26,HP_HP1,HP_HP,HP,HP,1,M
2235,26,HP_HP1,HP_HP,HP,HP,1,M
2246,26,HP_HP2,HP_HP,HP,HP,1,M
