"setDate"	"flipDate"	"id"	"larv_adult"	"larvalTreat"	"adultTreat"	"deadF"	"deadM"	"cens"	"eelife_age"	"age"	"NewAge"
2018-02-20	2018-05-28	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2	0	97	97	99
2018-02-20	2018-05-28	"C_DR2"	"C_DR"	"C"	"DR"	0	5	0	97	97	99
2018-02-20	2018-05-28	"C_C2"	"C_C"	"C"	"C"	0	0	0	97	97	99
2018-02-20	2018-05-30	"DR_DR1"	"DR_DR"	"DR"	"DR"	0	2	0	99	99	101
2018-02-20	2018-05-30	"C_DR1"	"C_DR"	"C"	"DR"	0	0	0	99	99	101
2018-02-20	2018-05-30	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2	0	99	99	101
2018-02-20	2018-05-30	"C_DR2"	"C_DR"	"C"	"DR"	0	0	0	99	99	101
2018-02-20	2018-05-30	"C_C2"	"C_C"	"C"	"C"	0	0	0	99	99	101
2018-02-20	2018-06-01	"C_DR1"	"C_DR"	"C"	"DR"	0	0	0	101	101	103
2018-02-20	2018-06-01	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	1	0	101	101	103
2018-02-20	2018-06-01	"C_DR2"	"C_DR"	"C"	"DR"	0	0	0	101	101	103
2018-02-20	2018-06-01	"C_C2"	"C_C"	"C"	"C"	0	0	0	101	101	103
2018-02-20	2018-06-04	"C_DR1"	"C_DR"	"C"	"DR"	0	0	0	104	104	106
2018-02-20	2018-06-04	"C_DR2"	"C_DR"	"C"	"DR"	0	1	0	104	104	106
2018-02-20	2018-06-04	"C_C2"	"C_C"	"C"	"C"	0	0	0	104	104	106
2018-02-20	2018-06-06	"C_DR1"	"C_DR"	"C"	"DR"	0	0	0	106	106	108
2018-02-20	2018-06-06	"C_DR2"	"C_DR"	"C"	"DR"	0	0	0	106	106	108
2018-02-20	2018-06-06	"C_C2"	"C_C"	"C"	"C"	0	0	0	106	106	108
2018-02-20	2018-06-08	"C_DR1"	"C_DR"	"C"	"DR"	0	1	0	108	108	110
2018-02-20	2018-06-08	"C_DR2"	"C_DR"	"C"	"DR"	0	0	0	108	108	110
2018-02-20	2018-06-08	"C_C2"	"C_C"	"C"	"C"	0	0	0	108	108	110
2018-02-20	2018-06-11	"C_DR1"	"C_DR"	"C"	"DR"	0	1	0	111	111	113
2018-02-20	2018-06-11	"C_DR2"	"C_DR"	"C"	"DR"	0	1	0	111	111	113
2018-02-20	2018-06-11	"C_C2"	"C_C"	"C"	"C"	0	0	0	111	111	113
2018-02-20	2018-06-13	"C_C2"	"C_C"	"C"	"C"	0	0	0	113	113	115
2018-02-20	2018-06-15	"C_C2"	"C_C"	"C"	"C"	0	0	0	115	115	117
2018-02-20	2018-06-18	"C_C2"	"C_C"	"C"	"C"	0	0	0	118	118	120
2018-02-20	2018-06-20	"C_C2"	"C_C"	"C"	"C"	0	0	0	120	120	122
2018-02-20	2018-06-22	"C_C2"	"C_C"	"C"	"C"	0	0	0	122	122	124
2018-02-20	2018-06-25	"C_C2"	"C_C"	"C"	"C"	0	0	0	125	125	127
2018-02-20	2018-06-27	"C_C2"	"C_C"	"C"	"C"	0	0	0	127	127	129
2018-02-20	2018-06-29	"C_C2"	"C_C"	"C"	"C"	0	0	0	129	129	131
2018-02-20	2018-07-02	"C_C2"	"C_C"	"C"	"C"	0	0	0	132	132	134
